case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
13053;0;18.01.2018-15:13:00;1;0;177
13053;1;13.02.2018-11:04:00;1;0;199
13053;2;15.02.2018-17:31:00;1;0;12
13053;3;09.05.2018-14:10:00;1;0;2
13054;0;18.01.2018-15:13:00;1;0;177
13054;1;06.02.2018-08:14:00;1;0;178
13054;2;20.02.2018-17:15:00;1;0;12
13054;3;09.05.2018-14:10:00;1;0;2
13055;0;18.01.2018-15:13:00;1;0;177
13055;1;13.02.2018-11:03:00;1;0;199
13055;2;15.02.2018-17:31:00;1;0;12
13055;3;09.05.2018-14:10:00;1;0;2
13056;0;18.01.2018-15:13:00;1;0;177
13056;1;06.02.2018-08:12:00;1;0;178
13056;17;06.02.2018-12:36:00;1;0;177
13056;8;06.02.2018-12:36:00;1;0;177
13056;2;20.02.2018-17:15:00;1;0;12
13056;3;09.05.2018-14:10:00;1;0;2
13057;0;18.01.2018-15:13:00;1;0;177
13057;1;27.02.2018-08:34:00;1;0;178
13057;2;12.03.2018-15:42:00;1;0;7
13057;3;09.05.2018-14:10:00;1;0;2
13058;0;18.01.2018-15:13:00;1;0;177
13058;1;06.03.2018-08:44:00;1;0;178
13058;2;17.03.2018-10:32:00;1;0;12
13058;3;07.06.2018-13:11:00;1;0;2
13059;0;18.01.2018-15:13:00;1;0;177
13059;1;13.02.2018-11:05:00;1;0;199
13059;2;15.02.2018-17:31:00;1;0;12
13059;3;09.05.2018-14:10:00;1;0;2
13060;0;18.01.2018-15:13:00;1;0;177
13060;1;06.02.2018-13:43:00;1;0;178
13060;14;19.02.2018-12:43:00;1;0;82
13060;9;19.02.2018-17:01:00;1;0;6
13060;3;09.05.2018-14:10:00;1;0;2
13061;0;06.02.2018-12:36:00;1;0;177
13061;15;23.02.2018-11:18:00;1;0;177
13062;0;18.01.2018-15:14:00;1;0;56
13062;1;22.01.2018-08:22:00;1;0;123
13062;2;05.02.2018-17:03:00;1;0;6
13062;3;15.02.2018-16:00:00;1;0;2
13063;0;18.01.2018-15:18:00;1;0;56
13063;1;23.01.2018-08:40:00;1;0;123
13063;3;15.02.2018-16:00:00;1;0;2
13064;0;18.01.2018-15:18:00;1;0;56
13064;1;23.01.2018-08:40:00;1;0;123
13064;3;15.02.2018-16:00:00;1;0;2
13065;0;18.01.2018-15:18:00;1;0;56
13065;1;23.01.2018-08:40:00;1;0;123
13065;3;15.02.2018-16:00:00;1;0;2
13066;0;18.01.2018-15:18:00;1;0;56
13066;1;23.01.2018-08:40:00;1;0;123
13066;3;15.02.2018-16:00:00;1;0;2
13067;0;18.01.2018-15:18:00;1;0;56
13067;1;23.01.2018-08:40:00;1;0;123
13067;3;15.02.2018-16:00:00;1;0;2
13068;0;18.01.2018-15:18:00;1;0;56
13068;1;23.01.2018-08:40:00;1;0;123
13068;3;15.02.2018-16:00:00;1;0;2
13069;0;18.01.2018-15:19:00;1;0;56
13069;1;22.01.2018-08:23:00;1;0;123
13069;2;22.01.2018-09:32:00;1;0;7
13069;7;01.02.2018-13:50:00;1;0;6
13069;3;01.02.2018-13:51:00;1;0;6
13069;2;01.02.2018-13:52:00;1;0;6
13069;3;15.02.2018-14:51:00;1;0;2
13070;0;18.01.2018-15:20:00;1;0;108
13070;1;29.01.2018-11:08:00;1;0;130
13070;2;30.01.2018-15:34:00;1;0;12
13070;3;22.03.2018-13:31:00;1;0;4
13071;0;18.01.2018-15:20:00;1;0;108
13071;2;08.02.2018-14:00:00;1;0;12
13071;1;12.02.2018-10:57:00;1;0;130
13071;9;12.02.2018-16:25:00;1;0;6
13071;3;29.03.2018-15:10:00;1;0;2
13072;0;18.01.2018-15:20:00;1;0;108
13072;2;08.02.2018-14:00:00;1;0;12
13072;1;12.02.2018-10:57:00;1;0;130
13072;9;12.02.2018-16:25:00;1;0;6
13072;3;29.03.2018-15:10:00;1;0;2
13073;0;18.01.2018-15:20:00;1;0;108
13073;2;08.02.2018-14:00:00;1;0;12
13073;1;12.02.2018-10:57:00;1;0;130
13073;9;12.02.2018-16:25:00;1;0;6
13073;3;29.03.2018-15:10:00;1;0;2
13074;0;18.01.2018-15:22:00;1;0;111
13074;1;05.03.2018-12:30:00;1;0;105
13074;2;21.03.2018-16:51:00;1;0;1
13074;3;09.05.2018-14:09:00;1;0;2
13075;0;18.01.2018-15:22:00;1;0;111
13075;17;13.03.2018-09:37:00;1;0;96
13075;1;14.03.2018-19:13:00;1;0;162
13075;2;28.03.2018-11:11:00;1;0;12
13075;3;07.06.2018-13:11:00;1;0;2
13076;0;18.01.2018-15:22:00;1;0;111
13076;1;14.03.2018-19:13:00;1;0;162
13076;2;28.03.2018-11:11:00;1;0;12
13076;3;07.06.2018-13:11:00;1;0;2
13077;0;18.01.2018-15:22:00;1;0;111
13077;1;14.03.2018-19:13:00;1;0;162
13077;2;28.03.2018-11:11:00;1;0;12
13077;3;07.06.2018-13:11:00;1;0;2
13078;0;18.01.2018-15:22:00;1;0;111
13078;1;14.03.2018-19:13:00;1;0;162
13078;2;28.03.2018-11:11:00;1;0;12
13078;3;07.06.2018-13:11:00;1;0;2
13079;0;18.01.2018-15:22:00;1;0;111
13079;1;13.02.2018-10:45:00;1;0;200
13079;2;26.02.2018-16:27:00;1;0;1
13079;3;09.05.2018-14:09:00;1;0;2
13080;0;18.01.2018-15:23:00;1;0;168
13080;21;18.01.2018-16:30:00;1;0;42
13080;1;24.01.2018-11:38:00;1;0;43
13080;2;25.01.2018-14:22:00;1;0;12
13080;3;29.03.2018-15:08:00;1;0;2
13081;0;18.01.2018-15:23:00;1;0;168
13081;21;18.01.2018-16:30:00;1;0;42
13081;1;24.01.2018-11:38:00;1;0;43
13081;2;25.01.2018-14:09:00;1;0;12
13081;3;29.03.2018-15:08:00;1;0;2
13082;0;18.01.2018-15:23:00;1;0;168
13082;21;18.01.2018-16:30:00;1;0;42
13082;1;25.01.2018-10:53:00;1;0;43
13082;2;26.01.2018-04:50:00;1;0;8
13082;3;29.03.2018-15:08:00;1;0;2
13083;0;18.01.2018-15:23:00;1;0;168
13083;21;18.01.2018-16:30:00;1;0;42
13083;2;26.01.2018-04:49:00;1;0;8
13083;1;26.01.2018-08:05:00;1;0;43
13083;9;26.01.2018-16:22:00;1;0;6
13083;3;29.03.2018-15:08:00;1;0;2
13084;0;18.01.2018-15:23:00;1;0;168
13084;1;26.01.2018-11:01:00;1;0;43
13084;2;29.01.2018-13:16:00;1;0;12
13084;3;29.03.2018-15:08:00;1;0;2
13085;0;18.01.2018-15:23:00;1;0;168
13085;21;18.01.2018-16:30:00;1;0;42
13085;1;26.01.2018-13:39:00;1;0;43
13085;2;29.01.2018-13:10:00;1;0;12
13085;3;29.03.2018-15:08:00;1;0;2
13086;0;18.01.2018-15:23:00;1;0;168
13086;21;18.01.2018-16:30:00;1;0;42
13086;2;26.01.2018-04:48:00;1;0;8
13086;1;26.01.2018-08:05:00;1;0;43
13086;9;26.01.2018-16:22:00;1;0;6
13086;3;29.03.2018-15:08:00;1;0;2
13087;0;18.01.2018-15:30:00;1;0;168
13087;6;18.01.2018-17:00:00;1;0;78
13087;7;13.02.2018-14:08:00;1;0;3
13087;3;29.03.2018-15:08:00;1;0;2
13088;0;18.01.2018-15:30:00;1;0;168
13088;6;18.01.2018-17:00:00;1;0;78
13088;7;13.02.2018-14:22:00;1;0;3
13088;3;29.03.2018-15:08:00;1;0;2
13089;0;18.01.2018-15:31:00;1;0;111
13089;1;08.03.2018-10:50:00;1;0;162
13089;2;17.03.2018-12:26:00;1;0;12
13089;3;07.06.2018-13:11:00;1;0;2
13090;0;18.01.2018-15:31:00;1;0;111
13090;1;07.05.2018-14:16:00;1;0;137
13090;2;10.05.2018-16:21:00;1;0;1
13090;14;16.05.2018-14:20:00;1;0;93
13090;9;16.05.2018-17:19:00;1;0;6
13090;3;09.08.2018-14:28:00;1;0;2
13091;0;18.01.2018-15:35:00;1;0;111
13091;1;08.03.2018-14:39:00;1;0;162
13091;2;15.03.2018-14:26:00;1;0;12
13091;3;09.05.2018-14:10:00;1;0;2
13092;0;18.01.2018-15:35:00;1;1;148
13092;1;18.01.2018-15:41:00;1;1;148
13093;0;18.01.2018-15:36:00;1;0;186
13093;1;30.01.2018-17:08:00;1;0;48
13094;0;18.01.2018-15:36:00;1;0;186
13094;1;05.02.2018-15:29:00;1;0;47
13095;0;18.01.2018-15:36:00;1;0;186
13095;1;07.02.2018-07:15:00;1;0;48
13096;0;18.01.2018-15:37:00;1;0;186
13096;1;13.02.2018-13:26:00;1;0;47
13096;8;15.02.2018-10:36:00;1;0;186
13096;17;15.02.2018-10:48:00;1;0;186
13096;8;15.02.2018-10:48:00;1;0;186
13096;17;15.02.2018-10:49:00;1;0;186
13096;1;15.02.2018-10:50:00;1;0;48
13097;0;18.01.2018-15:37:00;1;0;186
13097;1;15.02.2018-13:56:00;1;0;48
13098;0;18.01.2018-15:38:00;1;0;148
13098;1;18.01.2018-15:42:00;1;0;148
13099;0;18.01.2018-15:38:00;1;1;148
13099;1;18.01.2018-15:42:00;1;1;148
13100;0;18.01.2018-15:38:00;1;0;148
13100;1;18.01.2018-15:42:00;1;0;148
13101;0;18.01.2018-15:41:00;1;1;148
13101;1;18.01.2018-15:43:00;1;1;148
13102;0;18.01.2018-15:41:00;1;0;148
13102;1;18.01.2018-15:43:00;1;0;148
13103;0;18.01.2018-15:41:00;1;1;148
13103;1;18.01.2018-15:43:00;1;1;148
13104;0;18.01.2018-15:41:00;1;1;148
13104;1;18.01.2018-15:43:00;1;1;148
13105;0;18.01.2018-15:50:00;1;0;111
13105;17;02.02.2018-14:24:00;1;0;111
13105;1;13.02.2018-14:01:00;1;0;200
13105;2;22.02.2018-10:52:00;1;0;12
13105;1;12.03.2018-11:50:00;1;0;137
13105;2;30.03.2018-10:34:00;1;0;18
13105;3;09.05.2018-14:09:00;1;0;2
13105;3;07.06.2018-13:11:00;1;0;2
13106;0;18.01.2018-15:50:00;1;0;111
13106;1;27.03.2018-14:22:00;1;0;137
13106;2;29.03.2018-13:03:00;1;0;18
13106;3;07.06.2018-13:11:00;1;0;2
13107;0;18.01.2018-15:50:00;1;0;111
13107;1;12.03.2018-11:50:00;1;0;137
13107;1;27.03.2018-14:22:00;1;0;137
13107;2;29.03.2018-13:03:00;1;0;18
13107;2;30.03.2018-10:34:00;1;0;18
13107;3;07.06.2018-13:11:00;1;0;2
13108;0;18.01.2018-15:53:00;1;0;111
13108;1;22.03.2018-10:57:00;1;0;162
13109;0;18.01.2018-16:09:00;1;0;158
13109;1;04.04.2018-09:40:00;1;0;178
13109;2;04.04.2018-10:59:00;1;0;12
13109;3;24.05.2018-13:32:00;1;0;2
13110;0;18.01.2018-16:09:00;1;0;158
13110;14;02.02.2018-13:11:00;1;0;82
13110;1;04.04.2018-09:40:00;1;0;178
13110;2;04.04.2018-10:59:00;1;0;12
13110;3;24.05.2018-13:32:00;1;0;2
13111;0;18.01.2018-16:09:00;1;0;158
13111;14;02.02.2018-13:12:00;1;0;82
13111;1;04.04.2018-09:40:00;1;0;178
13111;2;04.04.2018-10:59:00;1;0;12
13111;3;24.05.2018-13:32:00;1;0;2
13112;0;18.01.2018-16:09:00;1;0;158
13112;1;04.04.2018-09:40:00;1;0;178
13112;2;04.04.2018-10:59:00;1;0;12
13112;3;24.05.2018-13:32:00;1;0;2
13113;0;18.01.2018-16:13:00;1;1;157
13113;1;19.01.2018-08:36:00;1;1;140
13113;2;05.02.2018-09:23:00;1;1;16
13113;3;29.03.2018-15:09:00;1;1;2
13114;0;18.01.2018-16:20:00;1;0;72
13114;1;16.03.2018-10:11:00;1;0;44
13114;2;16.03.2018-15:48:00;1;0;18
13114;9;24.03.2018-09:37:00;1;0;6
13114;3;24.05.2018-13:34:00;1;0;2
13115;0;18.01.2018-16:20:00;1;0;72
13115;1;25.04.2018-18:08:00;1;0;44
13115;2;30.04.2018-17:16:00;1;0;20
13115;7;21.06.2018-08:27:00;1;0;20
13115;3;21.06.2018-08:28:00;1;0;20
13115;2;18.07.2018-11:29:00;1;0;15
13115;3;19.07.2018-13:16:00;1;0;2
13116;0;18.01.2018-16:20:00;1;0;72
13116;2;30.04.2018-10:29:00;1;0;7
13116;1;01.05.2018-18:29:00;1;0;44
13116;9;18.07.2018-10:36:00;1;0;35
13116;3;19.07.2018-13:16:00;1;0;2
13117;0;18.01.2018-16:23:00;1;0;116
13117;1;02.02.2018-11:12:00;1;0;118
13117;2;05.02.2018-12:40:00;1;0;12
13117;3;07.06.2018-13:10:00;1;0;2
13118;0;18.01.2018-16:26:00;1;0;72
13118;15;26.01.2018-12:00:00;1;0;72
13119;0;18.01.2018-16:28:00;1;0;72
13119;17;14.02.2018-18:06:00;1;0;102
13119;1;14.02.2018-18:07:00;1;0;44
13119;2;15.03.2018-10:58:00;1;0;18
13119;3;26.04.2018-11:13:00;1;0;2
13120;0;18.01.2018-16:31:00;1;0;96
13120;15;18.01.2018-16:31:00;1;0;96
13121;0;18.01.2018-16:32:00;1;0;72
13121;2;16.04.2018-05:25:00;1;0;12
13121;1;18.04.2018-17:59:00;1;0;44
13121;9;25.04.2018-08:23:00;1;0;6
13121;3;28.06.2018-14:04:00;1;0;2
13122;0;18.01.2018-16:38:00;1;0;96
13122;1;23.02.2018-09:43:00;1;0;97
13122;2;15.03.2018-15:19:00;1;0;9
13122;7;16.03.2018-13:45:00;1;0;6
13122;3;16.03.2018-13:46:00;1;0;6
13122;2;16.03.2018-13:50:00;1;0;6
13122;14;16.03.2018-14:05:00;1;0;93
13122;9;16.03.2018-14:09:00;1;0;6
13122;3;29.03.2018-15:06:00;1;0;2
13123;0;18.01.2018-16:38:00;1;0;96
13123;1;23.02.2018-09:43:00;1;0;97
13123;2;15.03.2018-15:19:00;1;0;9
13123;7;16.03.2018-13:45:00;1;0;6
13123;3;16.03.2018-13:46:00;1;0;6
13123;2;16.03.2018-13:50:00;1;0;6
13123;14;16.03.2018-14:08:00;1;0;93
13123;9;16.03.2018-14:09:00;1;0;6
13123;3;29.03.2018-15:06:00;1;0;2
13124;0;18.01.2018-16:38:00;1;0;96
13124;1;23.02.2018-09:43:00;1;0;97
13124;2;15.03.2018-15:19:00;1;0;9
13124;7;16.03.2018-13:45:00;1;0;6
13124;3;16.03.2018-13:46:00;1;0;6
13124;2;16.03.2018-13:50:00;1;0;6
13124;14;16.03.2018-14:08:00;1;0;93
13124;9;16.03.2018-14:09:00;1;0;6
13124;3;29.03.2018-15:06:00;1;0;2
13125;0;18.01.2018-16:38:00;1;0;96
13125;1;23.02.2018-09:43:00;1;0;97
13125;2;15.03.2018-15:19:00;1;0;9
13125;7;16.03.2018-13:45:00;1;0;6
13125;3;16.03.2018-13:46:00;1;0;6
13125;2;16.03.2018-13:50:00;1;0;6
13125;14;16.03.2018-14:08:00;1;0;93
13125;9;16.03.2018-14:09:00;1;0;6
13125;3;29.03.2018-15:06:00;1;0;2
13126;0;18.01.2018-16:38:00;1;0;96
13126;1;23.02.2018-09:43:00;1;0;97
13126;2;15.03.2018-15:19:00;1;0;9
13126;7;16.03.2018-13:45:00;1;0;6
13126;3;16.03.2018-13:46:00;1;0;6
13126;2;16.03.2018-13:50:00;1;0;6
13126;14;16.03.2018-14:08:00;1;0;93
13126;9;16.03.2018-14:09:00;1;0;6
13126;3;29.03.2018-15:06:00;1;0;2
13127;0;18.01.2018-16:38:00;1;0;96
13127;1;23.02.2018-09:43:00;1;0;97
13127;2;15.03.2018-15:19:00;1;0;9
13127;7;16.03.2018-13:45:00;1;0;6
13127;3;16.03.2018-13:46:00;1;0;6
13127;2;16.03.2018-13:50:00;1;0;6
13127;14;16.03.2018-14:08:00;1;0;93
13127;9;16.03.2018-14:09:00;1;0;6
13127;3;29.03.2018-15:06:00;1;0;2
13128;0;18.01.2018-16:38:00;1;0;96
13128;1;23.02.2018-09:43:00;1;0;97
13128;2;15.03.2018-15:19:00;1;0;9
13128;7;16.03.2018-13:45:00;1;0;6
13128;3;16.03.2018-13:46:00;1;0;6
13128;2;16.03.2018-13:50:00;1;0;6
13128;14;16.03.2018-14:08:00;1;0;93
13128;9;16.03.2018-14:09:00;1;0;6
13128;3;29.03.2018-15:06:00;1;0;2
13129;0;18.01.2018-16:38:00;1;0;96
13129;1;23.02.2018-09:43:00;1;0;97
13129;2;15.03.2018-15:19:00;1;0;9
13129;7;16.03.2018-13:45:00;1;0;6
13129;3;16.03.2018-13:46:00;1;0;6
13129;2;16.03.2018-13:50:00;1;0;6
13129;14;16.03.2018-14:08:00;1;0;93
13129;9;16.03.2018-14:09:00;1;0;6
13129;3;29.03.2018-15:06:00;1;0;2
13130;0;18.01.2018-16:49:00;1;0;96
13130;1;07.02.2018-11:52:00;1;0;98
13130;1;08.02.2018-11:31:00;1;0;98
13130;1;13.02.2018-12:08:00;1;0;99
13130;1;14.02.2018-10:40:00;1;0;99
13130;1;15.02.2018-12:33:00;1;0;98
13131;0;18.01.2018-16:49:00;1;0;96
13131;1;15.02.2018-12:33:00;1;0;98
13131;1;20.02.2018-12:59:00;1;0;98
13132;0;18.01.2018-16:50:00;1;0;96
13132;1;22.02.2018-11:04:00;1;0;98
13132;1;22.02.2018-12:18:00;1;0;98
13133;0;18.01.2018-16:50:00;1;0;96
13133;1;23.03.2018-12:26:00;1;0;98
13133;1;26.03.2018-18:26:00;1;0;98
13133;1;13.04.2018-12:57:00;1;0;196
13133;1;16.04.2018-13:53:00;1;0;99
13134;0;18.01.2018-16:50:00;1;0;96
13134;1;08.02.2018-11:30:00;1;0;98
13135;0;18.01.2018-17:16:00;2;1;76
13135;1;18.05.2018-17:05:00;2;1;72
13135;1;18.05.2018-17:10:00;2;1;72
13135;2;21.05.2018-10:24:00;2;1;12
13135;2;21.05.2018-18:06:00;2;1;12
13135;3;24.05.2018-13:36:00;2;1;2
13135;1;24.05.2018-17:14:00;2;1;73
13135;2;29.05.2018-10:44:00;2;1;13
13135;3;07.06.2018-13:12:00;2;1;2
13135;1;04.07.2018-12:15:00;2;1;76
13135;1;04.07.2018-12:17:00;2;1;76
13135;1;04.07.2018-12:18:00;2;1;76
13135;1;04.07.2018-12:18:00;2;1;76
13135;1;04.07.2018-12:19:00;2;1;76
13135;1;04.07.2018-12:19:00;2;1;76
13135;2;05.07.2018-09:52:00;2;1;12
13135;2;05.07.2018-11:19:00;2;1;1
13135;2;05.07.2018-11:20:00;2;1;1
13135;2;05.07.2018-11:22:00;2;1;1
13135;3;05.07.2018-14:12:00;2;1;2
13135;2;05.07.2018-16:43:00;2;1;13
13135;2;05.07.2018-16:47:00;2;1;13
13135;3;12.07.2018-12:55:00;2;1;2
13135;7;03.10.2018-17:22:00;2;1;12
13135;2;03.10.2018-17:27:00;2;1;12
13135;3;03.10.2018-17:28:00;2;1;12
13135;7;26.10.2018-13:02:00;2;1;1
13135;2;26.10.2018-13:04:00;2;1;1
13135;3;26.10.2018-13:05:00;2;1;1
13136;0;18.01.2018-17:41:00;1;0;177
13136;17;23.01.2018-15:53:00;1;0;177
13136;17;23.01.2018-16:19:00;1;0;177
13136;17;06.02.2018-10:00:00;1;0;177
13136;17;09.02.2018-08:59:00;1;0;177
13136;1;09.02.2018-09:01:00;1;0;178
13136;14;14.02.2018-16:44:00;1;0;177
13136;2;24.02.2018-09:55:00;1;0;6
13136;3;26.04.2018-11:15:00;1;0;2
13137;0;23.01.2018-15:53:00;1;0;177
13137;15;23.01.2018-16:19:00;1;0;177
13138;0;06.02.2018-10:00:00;1;0;177
13138;17;06.02.2018-10:14:00;1;0;177
13138;17;06.02.2018-10:32:00;1;0;177
13138;17;12.02.2018-10:42:00;1;0;177
13138;17;13.02.2018-11:14:00;1;0;177
13138;14;14.02.2018-16:44:00;1;0;177
13138;1;16.02.2018-08:16:00;1;0;178
13138;2;10.03.2018-12:19:00;1;0;13
13138;3;26.04.2018-11:15:00;1;0;2
13139;0;06.02.2018-10:14:00;1;0;177
13139;17;06.02.2018-10:32:00;1;0;177
13139;17;09.02.2018-08:59:00;1;0;177
13139;17;12.02.2018-10:42:00;1;0;177
13139;17;13.02.2018-11:14:00;1;0;177
13139;14;14.02.2018-16:44:00;1;0;177
13139;17;22.02.2018-10:46:00;1;0;177
13139;1;02.03.2018-08:38:00;1;0;178
13139;2;03.04.2018-14:11:00;1;0;12
13139;3;26.04.2018-11:15:00;1;0;2
13140;0;22.02.2018-10:46:00;1;0;177
13140;1;16.03.2018-08:27:00;1;0;178
13140;2;04.04.2018-10:39:00;1;0;18
13140;14;08.05.2018-12:41:00;1;0;50
13140;3;24.05.2018-13:36:00;1;0;2
13141;0;18.01.2018-17:57:00;1;1;56
13141;17;11.04.2018-12:48:00;1;1;56
13141;17;11.04.2018-12:48:00;1;1;56
13141;1;16.04.2018-06:34:00;1;1;123
13141;17;18.04.2018-15:50:00;1;1;56
13141;2;24.04.2018-12:37:00;1;1;12
13141;9;30.04.2018-11:11:00;1;1;6
13141;3;15.05.2018-12:12:00;1;1;2
13142;0;18.01.2018-17:59:00;1;1;56
13142;17;18.01.2018-18:12:00;1;1;56
13142;17;13.04.2018-12:13:00;1;1;56
13142;1;16.04.2018-11:45:00;1;1;123
13142;2;26.04.2018-16:03:00;1;1;1
13142;3;15.05.2018-12:12:00;1;1;2
13143;0;18.01.2018-18:00:00;1;1;56
13143;17;18.01.2018-18:11:00;1;1;56
13143;17;04.05.2018-13:54:00;1;1;56
13143;1;07.05.2018-08:13:00;1;1;123
13143;2;08.05.2018-12:44:00;1;1;1
13143;3;15.05.2018-12:12:00;1;1;2
13144;0;18.01.2018-18:00:00;1;1;56
13144;17;18.01.2018-18:11:00;1;1;56
13144;17;04.05.2018-13:46:00;1;1;56
13144;1;09.05.2018-06:24:00;1;1;123
13144;2;22.05.2018-11:42:00;1;1;1
13144;3;12.06.2018-12:23:00;1;1;2
13145;0;23.05.2018-12:08:00;1;1;56
13145;1;23.05.2018-13:11:00;1;1;123
13145;2;23.05.2018-15:15:00;1;1;1
13145;3;12.06.2018-12:23:00;1;1;2
13146;0;18.01.2018-18:01:00;1;1;56
13146;17;13.04.2018-12:14:00;1;1;56
13146;1;16.04.2018-11:50:00;1;1;123
13146;2;26.04.2018-15:54:00;1;1;1
13146;3;15.05.2018-12:12:00;1;1;2
13147;0;18.01.2018-18:01:00;1;1;56
13147;17;18.01.2018-18:12:00;1;1;56
13147;17;13.04.2018-12:14:00;1;1;56
13147;1;16.04.2018-11:47:00;1;1;123
13147;2;26.04.2018-15:53:00;1;1;1
13147;3;15.05.2018-12:12:00;1;1;2
13148;0;18.01.2018-18:02:00;1;1;56
13148;1;23.04.2018-09:30:00;1;1;123
13148;2;24.04.2018-14:30:00;1;1;12
13148;3;15.05.2018-12:12:00;1;1;2
13149;0;18.01.2018-18:05:00;1;1;56
13149;17;18.01.2018-18:14:00;1;1;56
13149;17;13.04.2018-12:14:00;1;1;56
13149;1;16.04.2018-11:49:00;1;1;123
13149;2;26.04.2018-15:58:00;1;1;1
13149;3;15.05.2018-12:12:00;1;1;2
13150;0;18.01.2018-18:09:00;1;1;56
13150;1;07.05.2018-08:13:00;1;1;123
13150;17;07.05.2018-16:26:00;1;1;56
13150;8;07.05.2018-16:26:00;1;1;56
13150;2;08.05.2018-12:43:00;1;1;1
13150;9;01.06.2018-15:48:00;1;1;23
13150;3;12.06.2018-12:23:00;1;1;2
13151;0;18.01.2018-18:10:00;1;1;56
13151;17;13.03.2018-16:04:00;1;1;56
13151;1;14.03.2018-09:23:00;1;1;123
13151;2;17.03.2018-10:41:00;1;1;3
13151;3;10.04.2018-13:11:00;1;1;2
13152;0;18.01.2018-21:59:00;1;0;95
13152;17;09.02.2018-15:33:00;1;0;95
13152;2;12.02.2018-15:53:00;1;0;12
13152;3;05.04.2018-15:48:00;1;0;2
13153;0;18.01.2018-21:59:00;1;0;95
13153;17;12.02.2018-14:15:00;1;0;95
13153;2;15.02.2018-11:03:00;1;0;7
13153;9;20.02.2018-16:28:00;1;0;6
13153;3;05.04.2018-15:48:00;1;0;2
13154;0;18.01.2018-21:59:00;1;0;95
13154;2;13.03.2018-14:27:00;1;0;12
13154;3;05.04.2018-15:48:00;1;0;2
13155;0;18.01.2018-21:59:00;1;0;95
13155;17;12.02.2018-14:15:00;1;0;95
13155;2;15.02.2018-10:58:00;1;0;7
13155;9;20.02.2018-16:28:00;1;0;6
13155;3;05.04.2018-15:48:00;1;0;2
13156;0;18.01.2018-21:59:00;1;0;95
13156;17;12.02.2018-14:15:00;1;0;95
13156;2;15.02.2018-10:53:00;1;0;7
13156;9;20.02.2018-16:28:00;1;0;6
13156;3;05.04.2018-15:48:00;1;0;2
13157;2;11.04.2018-12:40:00;1;1;1
13157;3;13.04.2018-10:37:00;1;1;2
13158;2;10.02.2018-06:55:00;1;1;7
13158;3;09.05.2018-14:12:00;1;1;2
13159;2;02.02.2018-04:23:00;1;1;8
13159;27;05.04.2018-17:13:00;1;1;128
13160;2;29.05.2018-09:58:00;1;1;13
13160;9;08.06.2018-16:36:00;1;1;23
13160;3;14.06.2018-15:02:00;1;1;2
13161;3;09.05.2018-14:12:00;1;1;2
13162;21;19.01.2018-10:15:00;1;0;42
13162;1;22.01.2018-15:16:00;1;0;78
13162;2;23.01.2018-09:58:00;1;0;16
13162;3;29.03.2018-15:08:00;1;0;2
13163;21;19.01.2018-10:43:00;1;0;42
13163;1;24.01.2018-14:19:00;1;0;43
13163;2;25.01.2018-15:32:00;1;0;12
13163;3;26.04.2018-11:13:00;1;0;2
13164;21;19.01.2018-10:43:00;1;0;42
13164;1;24.01.2018-14:19:00;1;0;43
13164;2;25.01.2018-15:29:00;1;0;12
13164;3;26.04.2018-11:13:00;1;0;2
13165;21;19.01.2018-10:27:00;1;0;42
13165;1;24.01.2018-14:19:00;1;0;43
13165;2;25.01.2018-15:27:00;1;0;12
13165;3;26.04.2018-11:13:00;1;0;2
13166;21;19.01.2018-10:43:00;1;0;42
13166;1;24.01.2018-14:19:00;1;0;43
13166;2;25.01.2018-15:34:00;1;0;12
13166;3;26.04.2018-11:13:00;1;0;2
13167;21;19.01.2018-10:43:00;1;0;42
13167;1;24.01.2018-14:21:00;1;0;43
13167;2;25.01.2018-15:34:00;1;0;12
13167;3;26.04.2018-11:13:00;1;0;2
13168;21;19.01.2018-10:43:00;1;0;42
13168;1;24.01.2018-14:19:00;1;0;43
13168;2;25.01.2018-15:36:00;1;0;12
13168;3;26.04.2018-11:13:00;1;0;2
13169;21;19.01.2018-10:29:00;1;0;42
13169;1;24.01.2018-14:21:00;1;0;43
13169;2;25.01.2018-15:31:00;1;0;12
13169;3;26.04.2018-11:13:00;1;0;2
13170;21;19.01.2018-10:15:00;1;0;42
13170;1;22.01.2018-15:16:00;1;0;78
13170;2;23.01.2018-09:35:00;1;0;24
13170;3;29.03.2018-15:08:00;1;0;2
13171;21;19.01.2018-10:15:00;1;0;42
13171;1;22.01.2018-15:14:00;1;0;78
13171;2;23.01.2018-09:59:00;1;0;24
13171;3;29.03.2018-15:08:00;1;0;2
13172;21;19.01.2018-10:15:00;1;0;42
13172;1;23.01.2018-16:02:00;1;0;43
13172;2;24.01.2018-10:52:00;1;0;16
13172;3;29.03.2018-15:08:00;1;0;2
13173;21;19.01.2018-10:15:00;1;0;42
13173;1;23.01.2018-12:16:00;1;0;43
13173;2;24.01.2018-10:54:00;1;0;16
13173;3;29.03.2018-15:08:00;1;0;2
13174;21;19.01.2018-10:59:00;1;0;42
13174;1;24.01.2018-07:36:00;1;0;43
13174;2;24.01.2018-13:43:00;1;0;3
13174;3;22.02.2018-16:17:00;1;0;2
13175;21;19.01.2018-10:59:00;1;0;42
13175;1;24.01.2018-07:36:00;1;0;43
13175;2;24.01.2018-13:43:00;1;0;3
